#DRSE 153 Mpc
#frequency seismic suspension_thermal mirror_thermal quantum quantum_squeezing total
2.485e+03 1.048e-33 1.421e-26 5.029e-25 4.124e-23 2.483e-22 4.124e-23
2.508e+03 1.010e-33 1.298e-26 5.005e-25 4.163e-23 2.507e-22 4.163e-23
2.532e+03 9.737e-34 1.203e-26 4.980e-25 4.201e-23 2.530e-22 4.202e-23
2.555e+03 9.385e-34 1.130e-26 4.956e-25 4.241e-23 2.554e-22 4.241e-23
2.579e+03 9.045e-34 1.075e-26 4.932e-25 4.280e-23 2.578e-22 4.281e-23
2.603e+03 8.718e-34 1.035e-26 4.908e-25 4.320e-23 2.602e-22 4.321e-23
2.627e+03 8.402e-34 1.008e-26 4.884e-25 4.361e-23 2.627e-22 4.361e-23
2.651e+03 8.098e-34 9.933e-27 4.860e-25 4.401e-23 2.652e-22 4.402e-23
2.676e+03 7.805e-34 9.906e-27 4.836e-25 4.442e-23 2.677e-22 4.443e-23
2.700e+03 7.522e-34 1.000e-26 4.812e-25 4.484e-23 2.702e-22 4.484e-23
2.725e+03 7.250e-34 1.024e-26 4.789e-25 4.526e-23 2.727e-22 4.526e-23
2.751e+03 6.987e-34 1.063e-26 4.765e-25 4.568e-23 2.753e-22 4.568e-23
2.776e+03 6.734e-34 1.121e-26 4.742e-25 4.611e-23 2.778e-22 4.611e-23
2.802e+03 6.490e-34 1.205e-26 4.719e-25 4.654e-23 2.804e-22 4.654e-23
2.828e+03 6.255e-34 1.323e-26 4.696e-25 4.697e-23 2.831e-22 4.697e-23
2.854e+03 6.029e-34 1.492e-26 4.673e-25 4.741e-23 2.857e-22 4.741e-23
2.880e+03 5.811e-34 1.744e-26 4.650e-25 4.785e-23 2.884e-22 4.785e-23
2.907e+03 5.600e-34 2.140e-26 4.627e-25 4.830e-23 2.911e-22 4.830e-23
2.934e+03 5.397e-34 2.837e-26 4.604e-25 4.875e-23 2.938e-22 4.875e-23
2.961e+03 5.202e-34 4.342e-26 4.581e-25 4.920e-23 2.966e-22 4.920e-23
2.989e+03 5.014e-34 9.794e-26 4.559e-25 4.966e-23 2.994e-22 4.966e-23
3.016e+03 4.832e-34 3.241e-25 4.536e-25 5.012e-23 3.022e-22 5.013e-23
3.044e+03 4.657e-34 5.983e-26 4.514e-25 5.059e-23 3.050e-22 5.059e-23
3.072e+03 4.489e-34 3.276e-26 4.492e-25 5.106e-23 3.079e-22 5.106e-23
3.101e+03 4.326e-34 2.253e-26 4.469e-25 5.154e-23 3.107e-22 5.154e-23
3.130e+03 4.169e-34 1.721e-26 4.447e-25 5.202e-23 3.136e-22 5.202e-23
3.159e+03 4.018e-34 1.398e-26 4.425e-25 5.250e-23 3.166e-22 5.250e-23
3.188e+03 3.873e-34 1.183e-26 4.403e-25 5.299e-23 3.195e-22 5.299e-23
3.217e+03 3.733e-34 1.033e-26 4.382e-25 5.348e-23 3.225e-22 5.349e-23
3.247e+03 3.598e-34 9.239e-27 4.360e-25 5.398e-23 3.255e-22 5.398e-23
3.277e+03 3.467e-34 8.432e-27 4.338e-25 5.448e-23 3.286e-22 5.449e-23
3.308e+03 3.342e-34 7.834e-27 4.317e-25 5.499e-23 3.317e-22 5.499e-23
3.338e+03 3.221e-34 7.397e-27 4.295e-25 5.550e-23 3.348e-22 5.550e-23
3.369e+03 3.104e-34 7.092e-27 4.274e-25 5.602e-23 3.379e-22 5.602e-23
3.400e+03 2.992e-34 6.902e-27 4.253e-25 5.654e-23 3.410e-22 5.654e-23
3.432e+03 2.883e-34 6.819e-27 4.232e-25 5.707e-23 3.442e-22 5.707e-23
3.464e+03 2.779e-34 6.841e-27 4.211e-25 5.760e-23 3.474e-22 5.760e-23
3.496e+03 2.678e-34 6.976e-27 4.190e-25 5.813e-23 3.507e-22 5.814e-23
3.528e+03 2.581e-34 7.240e-27 4.169e-25 5.868e-23 3.540e-22 5.868e-23
3.561e+03 2.488e-34 7.663e-27 4.148e-25 5.922e-23 3.573e-22 5.922e-23
3.594e+03 2.398e-34 8.296e-27 4.127e-25 5.977e-23 3.606e-22 5.977e-23
3.627e+03 2.311e-34 9.230e-27 4.107e-25 6.033e-23 3.640e-22 6.033e-23
3.661e+03 2.227e-34 1.063e-26 4.086e-25 6.089e-23 3.674e-22 6.089e-23
3.695e+03 2.147e-34 1.283e-26 4.066e-25 6.146e-23 3.708e-22 6.146e-23
3.729e+03 2.069e-34 1.663e-26 4.046e-25 6.203e-23 3.743e-22 6.203e-23
3.763e+03 1.994e-34 2.444e-26 4.025e-25 6.260e-23 3.777e-22 6.260e-23
3.798e+03 1.922e-34 4.865e-26 4.005e-25 6.319e-23 3.813e-22 6.319e-23
3.833e+03 1.852e-34 1.508e-24 3.985e-25 6.377e-23 3.848e-22 6.379e-23
3.869e+03 1.785e-34 4.453e-26 3.965e-25 6.437e-23 3.884e-22 6.437e-23
3.905e+03 1.721e-34 2.246e-26 3.945e-25 6.496e-23 3.920e-22 6.497e-23
3.941e+03 1.658e-34 1.502e-26 3.925e-25 6.557e-23 3.957e-22 6.557e-23
3.977e+03 1.598e-34 1.133e-26 3.906e-25 6.618e-23 3.994e-22 6.618e-23
4.014e+03 1.540e-34 9.158e-27 3.886e-25 6.679e-23 4.031e-22 6.679e-23
4.051e+03 1.485e-34 7.748e-27 3.867e-25 6.741e-23 4.069e-22 6.741e-23
4.089e+03 1.431e-34 6.780e-27 3.847e-25 6.804e-23 4.106e-22 6.804e-23
4.127e+03 1.379e-34 6.096e-27 3.828e-25 6.867e-23 4.145e-22 6.867e-23
4.165e+03 1.329e-34 5.607e-27 3.809e-25 6.931e-23 4.183e-22 6.931e-23
4.204e+03 1.281e-34 5.265e-27 3.790e-25 6.995e-23 4.222e-22 6.996e-23
4.243e+03 1.235e-34 5.039e-27 3.770e-25 7.060e-23 4.262e-22 7.061e-23
4.282e+03 1.190e-34 4.913e-27 3.751e-25 7.126e-23 4.301e-22 7.126e-23
4.322e+03 1.147e-34 4.881e-27 3.733e-25 7.192e-23 4.341e-22 7.192e-23
4.362e+03 1.105e-34 4.944e-27 3.714e-25 7.259e-23 4.382e-22 7.259e-23
4.402e+03 1.065e-34 5.114e-27 3.695e-25 7.327e-23 4.423e-22 7.327e-23
4.443e+03 1.027e-34 5.414e-27 3.676e-25 7.395e-23 4.464e-22 7.395e-23
4.484e+03 9.896e-35 5.888e-27 3.658e-25 7.463e-23 4.505e-22 7.463e-23
4.525e+03 9.538e-35 6.615e-27 3.639e-25 7.533e-23 4.547e-22 7.533e-23
4.567e+03 9.192e-35 7.752e-27 3.621e-25 7.603e-23 4.590e-22 7.603e-23
4.610e+03 8.859e-35 9.646e-27 3.603e-25 7.673e-23 4.632e-22 7.673e-23
4.652e+03 8.539e-35 1.322e-26 3.584e-25 7.744e-23 4.675e-22 7.744e-23
4.695e+03 8.229e-35 2.201e-26 3.566e-25 7.816e-23 4.719e-22 7.816e-23
4.739e+03 7.932e-35 7.393e-26 3.548e-25 7.889e-23 4.763e-22 7.889e-23
4.783e+03 7.644e-35 5.127e-26 3.530e-25 7.962e-23 4.807e-22 7.962e-23
4.827e+03 7.368e-35 1.883e-26 3.512e-25 8.036e-23 4.852e-22 8.036e-23
4.872e+03 7.101e-35 1.154e-26 3.495e-25 8.111e-23 4.897e-22 8.111e-23
4.917e+03 6.844e-35 8.364e-27 3.477e-25 8.186e-23 4.942e-22 8.186e-23
4.962e+03 6.596e-35 6.616e-27 3.459e-25 8.262e-23 4.988e-22 8.262e-23
5.008e+03 6.357e-35 5.531e-27 3.442e-25 8.339e-23 5.035e-22 8.339e-23
5.055e+03 6.127e-35 4.814e-27 3.424e-25 8.416e-23 5.082e-22 8.416e-23
5.102e+03 5.905e-35 4.324e-27 3.407e-25 8.494e-23 5.129e-22 8.494e-23
5.149e+03 5.691e-35 3.990e-27 3.390e-25 8.573e-23 5.177e-22 8.573e-23
5.197e+03 5.485e-35 3.772e-27 3.372e-25 8.653e-23 5.225e-22 8.653e-23
5.245e+03 5.287e-35 3.648e-27 3.355e-25 8.733e-23 5.273e-22 8.733e-23
5.293e+03 5.095e-35 3.609e-27 3.338e-25 8.814e-23 5.322e-22 8.814e-23
5.342e+03 4.911e-35 3.655e-27 3.321e-25 8.896e-23 5.372e-22 8.896e-23
5.392e+03 4.733e-35 3.797e-27 3.304e-25 8.978e-23 5.422e-22 8.978e-23
5.442e+03 4.562e-35 4.056e-27 3.287e-25 9.062e-23 5.472e-22 9.062e-23
5.492e+03 4.396e-35 4.480e-27 3.271e-25 9.146e-23 5.523e-22 9.146e-23
5.543e+03 4.237e-35 5.160e-27 3.254e-25 9.231e-23 5.574e-22 9.231e-23
5.594e+03 4.084e-35 6.292e-27 3.237e-25 9.316e-23 5.626e-22 9.316e-23
5.646e+03 3.936e-35 8.378e-27 3.221e-25 9.403e-23 5.678e-22 9.403e-23
5.698e+03 3.793e-35 1.317e-26 3.204e-25 9.490e-23 5.731e-22 9.490e-23
5.751e+03 3.656e-35 3.385e-26 3.188e-25 9.578e-23 5.784e-22 9.578e-23
5.804e+03 3.524e-35 5.323e-26 3.172e-25 9.667e-23 5.838e-22 9.667e-23
5.858e+03 3.396e-35 1.470e-26 3.156e-25 9.756e-23 5.892e-22 9.757e-23
5.913e+03 3.273e-35 8.537e-27 3.140e-25 9.847e-23 5.947e-22 9.847e-23
5.967e+03 3.155e-35 6.061e-27 3.123e-25 9.938e-23 6.002e-22 9.938e-23
6.023e+03 3.040e-35 4.752e-27 3.108e-25 1.003e-22 6.058e-22 1.003e-22
6.078e+03 2.930e-35 3.964e-27 3.092e-25 1.012e-22 6.114e-22 1.012e-22
6.135e+03 2.824e-35 3.457e-27 3.076e-25 1.022e-22 6.171e-22 1.022e-22
6.191e+03 2.722e-35 3.123e-27 3.060e-25 1.031e-22 6.228e-22 1.031e-22
6.249e+03 2.623e-35 2.909e-27 3.044e-25 1.041e-22 6.286e-22 1.041e-22
6.307e+03 2.528e-35 2.786e-27 3.029e-25 1.050e-22 6.344e-22 1.050e-22
6.365e+03 2.437e-35 2.741e-27 3.013e-25 1.060e-22 6.403e-22 1.060e-22
6.424e+03 2.349e-35 2.774e-27 2.998e-25 1.070e-22 6.463e-22 1.070e-22
6.484e+03 2.264e-35 2.892e-27 2.983e-25 1.080e-22 6.523e-22 1.080e-22
6.544e+03 2.182e-35 3.118e-27 2.967e-25 1.090e-22 6.583e-22 1.090e-22
6.604e+03 2.103e-35 3.502e-27 2.952e-25 1.100e-22 6.645e-22 1.100e-22
6.665e+03 2.027e-35 4.145e-27 2.937e-25 1.110e-22 6.706e-22 1.110e-22
6.727e+03 1.953e-35 5.296e-27 2.922e-25 1.121e-22 6.768e-22 1.121e-22
6.789e+03 1.882e-35 7.715e-27 2.907e-25 1.131e-22 6.831e-22 1.131e-22
6.852e+03 1.814e-35 1.533e-26 2.892e-25 1.141e-22 6.895e-22 1.141e-22
6.916e+03 1.749e-35 3.665e-25 2.877e-25 1.152e-22 6.959e-22 1.152e-22
6.980e+03 1.685e-35 1.379e-26 2.863e-25 1.163e-22 7.023e-22 1.163e-22
7.044e+03 1.624e-35 7.029e-27 2.848e-25 1.173e-22 7.088e-22 1.173e-22
7.110e+03 1.565e-35 4.758e-27 2.833e-25 1.184e-22 7.154e-22 1.184e-22
7.176e+03 1.509e-35 3.646e-27 2.819e-25 1.195e-22 7.221e-22 1.195e-22
7.242e+03 1.454e-35 3.007e-27 2.804e-25 1.206e-22 7.288e-22 1.206e-22
7.309e+03 1.402e-35 2.611e-27 2.790e-25 1.218e-22 7.355e-22 1.218e-22
7.377e+03 1.351e-35 2.361e-27 2.776e-25 1.229e-22 7.423e-22 1.229e-22
7.445e+03 1.302e-35 2.211e-27 2.761e-25 1.240e-22 7.492e-22 1.240e-22
7.514e+03 1.255e-35 2.139e-27 2.747e-25 1.252e-22 7.562e-22 1.252e-22
7.584e+03 1.209e-35 2.137e-27 2.733e-25 1.263e-22 7.632e-22 1.263e-22
7.654e+03 1.166e-35 2.209e-27 2.719e-25 1.275e-22 7.703e-22 1.275e-22
7.725e+03 1.123e-35 2.371e-27 2.705e-25 1.287e-22 7.774e-22 1.287e-22
7.796e+03 1.083e-35 2.663e-27 2.691e-25 1.299e-22 7.846e-22 1.299e-22
7.869e+03 1.043e-35 3.171e-27 2.677e-25 1.311e-22 7.919e-22 1.311e-22
7.941e+03 1.006e-35 4.117e-27 2.664e-25 1.323e-22 7.993e-22 1.323e-22
8.015e+03 9.693e-36 6.236e-27 2.650e-25 1.335e-22 8.067e-22 1.335e-22
8.089e+03 9.342e-36 1.422e-26 2.636e-25 1.348e-22 8.142e-22 1.348e-22
8.164e+03 9.004e-36 4.091e-26 2.623e-25 1.360e-22 8.217e-22 1.360e-22
8.240e+03 8.678e-36 8.259e-27 2.609e-25 1.373e-22 8.293e-22 1.373e-22
8.316e+03 8.363e-36 4.617e-27 2.596e-25 1.386e-22 8.370e-22 1.386e-22
8.393e+03 8.061e-36 3.248e-27 2.582e-25 1.398e-22 8.448e-22 1.398e-22
8.471e+03 7.769e-36 2.553e-27 2.569e-25 1.411e-22 8.526e-22 1.411e-22
8.549e+03 7.487e-36 2.151e-27 2.556e-25 1.424e-22 8.605e-22 1.424e-22
8.629e+03 7.216e-36 1.907e-27 2.543e-25 1.438e-22 8.685e-22 1.438e-22
8.708e+03 6.955e-36 1.764e-27 2.530e-25 1.451e-22 8.766e-22 1.451e-22
8.789e+03 6.703e-36 1.696e-27 2.517e-25 1.464e-22 8.847e-22 1.464e-22
8.870e+03 6.461e-36 1.693e-27 2.504e-25 1.478e-22 8.929e-22 1.478e-22
8.953e+03 6.227e-36 1.757e-27 2.491e-25 1.492e-22 9.012e-22 1.492e-22
9.036e+03 6.001e-36 1.907e-27 2.478e-25 1.506e-22 9.096e-22 1.506e-22
9.119e+03 5.784e-36 2.185e-27 2.465e-25 1.519e-22 9.180e-22 1.519e-22
9.204e+03 5.574e-36 2.695e-27 2.453e-25 1.534e-22 9.265e-22 1.534e-22
9.289e+03 5.373e-36 3.737e-27 2.440e-25 1.548e-22 9.351e-22 1.548e-22
9.375e+03 5.178e-36 6.618e-27 2.428e-25 1.562e-22 9.438e-22 1.562e-22
9.462e+03 4.991e-36 3.897e-26 2.415e-25 1.577e-22 9.525e-22 1.577e-22
9.549e+03 4.810e-36 9.594e-27 2.403e-25 1.591e-22 9.613e-22 1.591e-22
9.638e+03 4.636e-36 4.275e-27 2.390e-25 1.606e-22 9.703e-22 1.606e-22
9.727e+03 4.468e-36 2.789e-27 2.378e-25 1.621e-22 9.793e-22 1.621e-22
9.817e+03 4.306e-36 2.113e-27 2.366e-25 1.636e-22 9.883e-22 1.636e-22
9.908e+03 4.150e-36 1.746e-27 2.354e-25 1.651e-22 9.975e-22 1.651e-22
1.000e+04 4.000e-36 1.532e-27 2.341e-25 1.666e-22 1.007e-21 1.666e-22
